,Restuarantid,Restaurant,Restaurant_Type,Price_for_two,Cuisine,Location,Area,Link,Timing,Dining_Review_Count,Dining_Rating,Delivery_Rating,Delivery_Review_Count,Price per Person,Rating Category,Total Review Count,Popularity score,price range category
348,349,Street Storyss,"North Indian, Chinese, Street Food, Desserts, Beverages",2500,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/street-storyss-indiranagar-bangalore/info,Opens tomorrow at 12noon,2105,4.6,4.3,758,1250,Excellent,2863,13170.8,High
349,350,Suay,"Cafe, Coffee, Continental, Fast Food, Salad, Chinese, Desserts, Beverages",1400,Cafe," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/suay-jp-nagar-bangalore/info,Opens tomorrow at 11am,27,4.0,0.0,0,700,Good,27,109.0,Medium
350,351,Neon Market,"Cafe, Coffee, Japanese, Tea, Beverages",1000,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/neon-market-indiranagar-bangalore/info,8am – 12midnight (Today),55,4.2,0.0,1,500,Good,56,236.2,Low
351,352,MoMo Cafe - Courtyard By Marriott,"North Indian, Asian, Fast Food, Continental, Italian, Desserts, Beverages",2800,North Indian," Courtyard by Marriott, Bellandur, Bangalore",Courtyard by Marriott,https://www.zomato.com/bangalore/momo-cafe-courtyard-by-marriott-bellandur-bangalore/info,Opens tomorrow at 7am,786,4.0,3.7,114,1400,Good,900,3601.0,High
352,353,The Sauce Code,"Pasta, Continental, Asian, Italian, Desserts",1200,Pasta," RMZ Ecoworld, Bellandur, Bangalore",RMZ Ecoworld,https://www.zomato.com/bangalore/the-sauce-code-bellandur-bangalore/info,11:30am – 11:30pm (Today),40,3.8,4.0,125,600,Average,165,628.0,Medium
353,354,SodaBottleOpenerWala,"Parsi, North Indian, Street Food, Desserts, Beverages",1800,Parsi," Lavelle Road, Bangalore",Lavelle Road,https://www.zomato.com/bangalore/sodabottleopenerwala-lavelle-road-bangalore/info,Opens tomorrow at 12noon,4706,4.4,4.2,1838,900,Good,6544,28794.6,Medium
354,355,Table For Tous,"Cafe, Bakery, Coffee, Desserts",750,Cafe," HSR, Bangalore",HSR,https://www.zomato.com/TableForTous/info,Opens tomorrow at 10am,147,4.9,4.4,1940,375,Excellent,2087,10227.3,Low
355,356,Cafe Azzure,"Cafe, Continental, Mexican, Italian, Fast Food, Desserts, Beverages",1400,Cafe," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/cafe-azzure-hsr-bangalore/info,11:30am – 11:30pm (Today),1829,3.5,3.6,292,700,Average,2121,7424.5,Medium
356,357,Pind Balluchi,"North Indian, Mughlai, Fast Food, Biryani, Desserts",950,North Indian," Forum Neighbourhood Mall, Whitefield, Bangalore",Forum Neighbourhood Mall,https://www.zomato.com/bangalore/pind-balluchi-varthur-main-road-whitefield-bangalore/info,Opens tomorrow at 11:30am,1241,3.9,3.9,2123,475,Average,3364,13120.6,Low
357,358,Saarai,"Andhra, Asian",1500,Andhra," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/saarai-jayanagar-bangalore/info,Opens tomorrow at 12noon,225,4.5,0.0,0,750,Excellent,225,1013.5,Medium
358,359,Zoey's,"Burger, Beverages, Continental, Pasta, Chinese, Sandwich, Cafe, Desserts",700,Burger," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/zoeys-sarjapur-road/info,Opens tomorrow at 11am,1301,4.2,4.3,5747,350,Good,7048,29602.6,Low
359,360,Barkaas Indo Arabic Restaurant,"Arabian, North Indian, Biryani, Mandi, Desserts",1000,Arabian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/barkaas-indo-arabic-restaurant-1-koramangala-5th-block-bangalore/info,"12midnight – 2am, 12noon – 12midnight (Today)",153,4.1,0.0,0,500,Good,153,628.3,Low
360,361,Gully Coffee Roasters,"Cafe, Coffee, Pasta, Burger, Continental, Pancake",700,Cafe," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/gully-coffee-roasters-1-koramangala-5th-block-bangalore/info,Opens tomorrow at 11am,79,4.3,0.0,0,350,Good,79,340.7,Low
361,362,Dobaraa,"Continental, North Indian, Salad, Desserts",1200,Continental," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",Phoenix Mall of Asia,https://www.zomato.com/bangalore/dobaraa-hebbal-bangalore/info,12noon – 12midnight (Today),146,0.0,0.0,0,600,Below Average,146,1.0,Medium
362,363,Bhola & Blonde,"North Indian, Lucknowi, Mughlai, Biryani, Fast Food, Desserts",1900,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/bhola-blonde-indiranagar-bangalore/info,12noon – 1am (Today),1444,3.9,2.9,31,950,Average,1475,5753.5,Medium
363,364,Oota Bangalore,"Mangalorean, South Indian, Salad, Desserts",1200,Mangalorean," Craftworks, Bangalore",Craftworks,https://www.zomato.com/bangalore/oota-bangalore-whitefield/info,Opens tomorrow at 12noon,966,4.9,4.3,1148,600,Excellent,2114,10359.6,Medium
364,365,Suzy Q,"North Indian, Seafood, Continental, Asian, Chinese, Desserts, Beverages",2300,North Indian," Cunningham Road, Bangalore",Cunningham Road,https://www.zomato.com/bangalore/suzy-q-cunningham-road-bangalore/info,12noon – 12midnight (Today),683,4.3,4.2,283,1150,Good,966,4154.8,High
365,366,The French Treaty,"Cafe, Coffee, French, Desserts, Beverages",1000,Cafe," Yelahanka, Bangalore",Yelahanka,https://www.zomato.com/bangalore/the-french-treaty-1-yelahanka-bangalore/info,Opens tomorrow at 9am,38,3.5,0.0,0,500,Average,38,134.0,Low
366,367,Kuuraku,"Japanese, Rolls, Beverages",1500,Japanese," Forum Rex Walk, Bangalore",Forum Rex Walk,https://www.zomato.com/bangalore/kuuraku-brigade-road-bangalore/info,Opens tomorrow at 12noon,225,4.6,4.7,87,750,Excellent,312,1436.2,Medium
367,368,Kebarbiq Restaurant,"BBQ, Arabian, Continental, North Indian, Middle Eastern, Chinese, Beverages",1400,BBQ," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/kebarbiq-restaurant-hsr-bangalore/info,11:30am – 11:30pm (Today),767,4.0,4.2,3498,700,Good,4265,17061.0,Medium
368,369,NH8,"North Indian, Rajasthani",1200,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/nh8-indiranagar/info,Opens tomorrow at 12noon,4020,4.1,4.0,3126,600,Good,7146,29299.6,Medium
369,370,The Local,"Pizza, Continental, Burger, Seafood, Kerala, Finger Food, Beverages",1600,Pizza," Kalyan Nagar, Bangalore",Kalyan Nagar,https://www.zomato.com/bangalore/the-local-kalyan-nagar-bangalore/info,11am – 1am (Today),2782,4.3,4.4,905,800,Good,3687,15855.1,Medium
370,371,Tiger Yaki,"Korean, Japanese",1000,Korean," St. Marks Road, Bangalore",St. Marks Road,https://www.zomato.com/bangalore/tiger-yaki-st-marks-road-bangalore/info,12noon – 12midnight (Today),27,3.4,0.0,0,500,Average,27,92.8,Low
371,372,The Fatty Bao,"Asian, Sushi, Japanese, Chinese",1400,Asian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/the-fatty-bao-indiranagar-bangalore/info,Opens tomorrow at 12noon,4499,4.5,4.3,5580,700,Excellent,10079,45356.5,Medium
372,373,Barkaas- Arabic Restaurant,"Arabian, North Indian, Mughlai, Shawarma, Fast Food, Mandi, Desserts, Beverages",1300,Arabian," Marathahalli, Bangalore",Marathahalli,https://www.zomato.com/bangalore/barkaas-arabic-restaurant-marathahalli-bangalore/info,Opens tomorrow at 11:30am,1060,4.0,3.3,2310,650,Good,3370,13481.0,Medium
373,374,Plaka By Chef Ajay Chopra,"Italian, North Indian, Mediterranean, Pizza, Continental, Asian, Coffee",1800,Italian," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",Phoenix Mall of Asia,https://www.zomato.com/bangalore/plaka-by-chef-ajay-chopra-sahakara-nagar-bangalore/info,Opens tomorrow at 12:15pm,152,4.1,4.0,7,900,Good,159,652.9,Medium
374,375,Lavonne,"Cafe, Tea, Beverages, Bakery, Continental, Pasta, Salad, Fast Food",1300,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/lavonne-indiranagar/info,Opens tomorrow at 8:30am,1800,4.5,4.5,908,650,Excellent,2708,12187.0,Medium
375,376,1 BHK - Bar House Kitchen,"Continental, Italian, Pizza, Sandwich, Desserts, Shake, Beverages",1400,Continental," Koramangala 6th Block, Bangalore",Koramangala 6th Block,https://www.zomato.com/bangalore/1-bhk-bar-house-kitchen-1-koramangala-6th-block-bangalore/info,12noon – 12midnight (Today),623,4.3,4.2,81,700,Good,704,3028.2,Medium
376,377,Andrea's Brasserie,"Pizza, Pasta, Asian, Salad, Desserts, Sushi, Beverages, Burger",1600,Pizza," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",Phoenix Mall of Asia,https://www.zomato.com/bangalore/andreas-brasserie-yelahanka-bangalore/info,Opens tomorrow at 12noon,241,4.5,4.4,85,800,Excellent,326,1468.0,Medium
377,378,Little Italy,"Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages",2300,Italian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/little-italy-indiranagar/info,Opens tomorrow at 12noon,4076,4.0,3.7,1019,1150,Good,5095,20381.0,High
378,379,Enne,"South Indian, Andhra, Seafood, Biryani, Continental",1000,South Indian," Malleshwaram, Bangalore",Malleshwaram,https://www.zomato.com/bangalore/enne-malleshwaram-bangalore/info,Opens tomorrow at 1pm,619,3.9,3.5,26,500,Average,645,2516.5,Low
379,380,Marbella Sky Lounge,"Continental, North Indian, Asian, Beverages",2500,Continental," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/marbella-sky-lounge-jayanagar-bangalore/info,11am – 1am (Today),53,3.9,0.0,0,1250,Average,53,207.7,High
380,381,Cha Hong Kong Eating House,"Asian, Chinese",1000,Asian," Hebbal, Bangalore",Hebbal,https://www.zomato.com/bangalore/cha-hong-kong-eating-house-hebbal-bangalore/info,12noon – 11:30pm (Today),303,4.5,0.0,0,500,Excellent,303,1364.5,Low
381,382,Daily Sushi,"Sushi, Japanese, Korean, Asian, Beverages",950,Sushi," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/daily-sushi-1-indiranagar-bangalore/info,12noon – 12midnight (Today),852,4.4,4.3,1377,475,Good,2229,9808.6,Low
382,383,Cuppa Redefined,"Cafe, American, Burger, Healthy Food, Salad, Fast Food, Desserts, Beverages",700,Cafe," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/cuppa-redefined-hsr-bangalore/info,Opens tomorrow at 8am,645,4.3,3.8,438,350,Good,1083,4657.9,Low
383,384,Truffles,"Burger, Italian, Desserts, Continental, American, Fast Food, Beverages",1100,Burger," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/truffles-indiranagar/info,"12midnight – 1am, 9am – 12midnight (Today)",2360,4.4,4.2,10800,550,Good,13160,57905.0,Medium
384,385,Klava,"Bakery, Desserts, Coffee, Shake",800,Bakery," Forum Rex Walk, Bangalore",Forum Rex Walk,https://www.zomato.com/bangalore/klava-brigade-road-bangalore/info,"12midnight – 2am, 12noon – 12midnight (Today)",73,3.5,0.0,1,400,Average,74,260.0,Low
385,386,Azukii Bistro,"Japanese, Asian, Rolls, Sushi, Salad, Tea, Beverages",1800,Japanese," Richmond Town, Bangalore",Richmond Town,https://www.zomato.com/bangalore/azukii-bistro-richmond-town-bangalore/info,Opens tomorrow at 12:30pm,274,4.8,4.6,1666,900,Excellent,1940,9313.0,Medium
386,387,Bangalore Brew Works,"Continental, Italian, South Indian, Fast Food, Beverages",2000,Continental," Residency Road, Bangalore",Residency Road,https://www.zomato.com/bangalore/bangalore-brew-works-residency-road/info,12noon – 11:30pm (Today),2565,4.1,0.0,0,1000,Good,2565,10517.5,Medium
387,388,Monk's Bar & Social,"Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages",1000,Bar Food," BTM, Bangalore",BTM,https://www.zomato.com/bangalore/monks-bar-social-1-btm-bangalore/info,12noon – 11:30pm (Today),459,4.5,3.0,8,500,Excellent,467,2102.5,Low
388,389,Gustoes,"Italian, Seafood, Chinese, Asian, North Indian, BBQ, Desserts, Beverages",1800,Italian," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/gustoes-jayanagar-bangalore/info,Opens tomorrow at 12noon,1710,4.4,3.7,141,900,Good,1851,8145.4,Medium
389,390,1947,"North Indian, Chinese, Desserts, Beverages",1000,North Indian," Hennur, Bangalore",Hennur,https://www.zomato.com/bangalore/1947-hennur-bangalore/info,Opens tomorrow at 12noon,206,4.3,4.0,41,500,Good,247,1063.1,Low
390,391,Prequel,"North Indian, Continental, Asian, Italian, Pizza, Sushi, Burger, Desserts",1300,North Indian," Hebbal, Bangalore",Hebbal,https://www.zomato.com/bangalore/prequel-3-hebbal-bangalore/info,12noon – 1am (Today),540,4.4,4.0,110,650,Good,650,2861.0,Medium
391,392,Boba Bhai,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",700,Bubble Tea," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/boba-bhai-electronic-city-bangalore/info,24 Hours (Today),12,3.6,4.2,1389,350,Average,1401,5044.6,Low
392,393,Basil Bistro,"Continental, Italian, North Indian, Asian, Pizza, Desserts, Coffee, Beverages",1800,Continental," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/basil-bistro-hsr-bangalore/info,Opens tomorrow at 11:30am,2746,4.2,4.4,197,900,Good,2943,12361.6,Medium
393,394,Publik,"North Indian, Kebab, Chinese, Continental, Mughlai, Seafood, Bar Food, Beverages",1400,North Indian," Bellandur, Bangalore",Bellandur,https://www.zomato.com/bangalore/publik-bellandur-bangalore/info,1pm – 12midnight (Today),1251,4.2,3.5,104,700,Good,1355,5692.0,Medium
394,395,The Lotus Oriental - The Leela Bhartiya City,"Thai, Oriental, Japanese, Asian, Desserts, Beverages",3000,Thai," The Leela Bhartiya City, Bengaluru, Bangalore",The Leela Bhartiya City,https://www.zomato.com/bangalore/the-lotus-oriental-the-leela-bhartiya-city-jakkur-bangalore/info,Opens tomorrow at 12:30pm,75,4.2,0.0,0,1500,Good,75,316.0,High
395,396,Tastique,"North Indian, Chinese, Beverages",1500,North Indian," Nagawara, Bangalore",Nagawara,https://www.zomato.com/bangalore/tastique-6-nagawara-bangalore/info,Opens tomorrow at 12noon,114,4.5,4.2,89,750,Excellent,203,914.5,Medium
396,397,Al Daaz,"North Indian, Chinese, Mughlai, BBQ, Seafood, Fast Food, Biryani, Beverages",600,North Indian," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/al-daaz-hsr/info,12noon – 1am (Today),1681,3.9,4.3,101300,300,Average,102981,401626.9,Low
397,398,Casa Fresco By Tea Brew,"American, Italian, Pasta, Steak, Chinese, Momos, Bubble Tea, Beverages",950,American," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/casa-fresco-by-tea-brew-hsr-bangalore/info,Opens tomorrow at 10am,621,4.1,4.1,800,475,Good,1421,5827.1,Low
398,399,Happy Place,"Beverages, American, Cafe, Continental, European, Pasta, Salad",300,Beverages," New BEL Road, Bangalore",New BEL Road,https://www.zomato.com/bangalore/happy-place-new-bel-road-bangalore/info,Opens tomorrow at 11am,55,4.1,4.3,65,150,Good,120,493.0,Low
399,400,46 Ounces Brewgarden,"Finger Food, Asian, Chinese, Pizza, North Indian, Fast Food",1900,Finger Food," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/46-ounces-brewgarden-electronic-city-bangalore/info,12noon – 12midnight (Today),3674,4.3,3.5,635,950,Good,4309,18529.7,Medium
400,401,United Telugu Kitchens,South Indian,2000,South Indian," Forum Falcon City Mall, Kanakapura Roaad, Bangalore",Forum Falcon City Mall,https://www.zomato.com/bangalore/united-telugu-kitchens-kumaraswamy-layout-bangalore/info,12noon – 11:30pm (Today),25,3.6,0.0,0,1000,Average,25,91.0,Medium
401,402,Trippy Goat Cafe,"Cafe, Continental, Fast Food, Beverages",1200,Cafe," Cunningham Road, Bangalore",Cunningham Road,https://www.zomato.com/bangalore/trippy-goat-cafe-cunningham-road-bangalore/info,11am – 11:30pm (Today),191,4.3,4.0,25,600,Good,216,929.8,Medium
402,403,Gufha,"North Indian, Chinese, Continental, Biryani, Kebab, Desserts",1100,North Indian," Sankey Road, Bangalore",Sankey Road,https://www.zomato.com/bangalore/gufha-1-sankey-road-bangalore/info,"12noon – 4pm, 7pm – 11:45pm (Today)",293,4.5,4.0,18,550,Excellent,311,1400.5,Medium
403,404,Bangalore Adda,"Salad, Seafood, Kebab, Pizza, Chinese, North Indian, Biryani, Desserts",1200,Salad," New BEL Road, Bangalore",New BEL Road,https://www.zomato.com/bangalore/bangalore-adda-1-new-bel-road-bangalore/info,11:30am – 12:30am (Today),477,4.0,3.5,59,600,Good,536,2145.0,Medium
404,405,Kake Di Hatti,"North Indian, Chinese, Beverages",1800,North Indian," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/kake-di-hatti-electronic-city-bangalore/info,Opens tomorrow at 11:30am,76,4.2,4.0,31,900,Good,107,450.4,Medium
405,406,"Cha Cha Cha - Dimsum, Sushi, Stir Fry","Asian, Chinese",2500,Asian," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/cha-cha-cha-dimsum-sushi-stir-fry-whitefield-bangalore/info,11:30am – 11:30pm (Today),1404,4.0,4.0,171,1250,Good,1575,6301.0,High
406,407,Paper And Pie,"Cafe, Italian, Continental, Desserts, Beverages, Shake",1200,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/paper-and-pie-indiranagar-bangalore/info,Opens tomorrow at 8am,172,3.5,0.0,0,600,Average,172,603.0,Medium
407,408,Pinxx - Royal Orchid Central,"Continental, North Indian, Chinese, Sandwich, Fast Food, Desserts, Beverages",1900,Continental," Royal Orchid Central, MG Road, Bangalore",Royal Orchid Central,https://www.zomato.com/bangalore/pinxx-royal-orchid-central-mg-road-bangalore/info,7am – 11:30pm (Today),500,3.9,3.9,247,950,Average,747,2914.3,Medium
408,409,Empire Restaurant,"North Indian, Biryani, Kebab, South Indian, Mughlai, Chinese, Seafood",950,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/empire-restaurant-indiranagar/info,11am – 2:30am (Today),1200,3.8,3.9,9000,475,Average,102000,387601.0,Low
409,410,Olive Tap House,"North Indian, Biryani, Chinese, Asian, Continental, Pizza, Italian, Mexican",1000,North Indian," Bannerghatta Road, Bangalore",Bannerghatta Road,https://www.zomato.com/bangalore/olive-tap-house-bannerghatta-road-bangalore/info,12noon – 11:30pm (Today),27,4.0,0.0,3,500,Good,30,121.0,Low
410,411,Ottoman Restobar,"Continental, Modern Indian, South Indian",1100,Continental," Bellandur, Bangalore",Bellandur,https://www.zomato.com/bangalore/ottoman-restobar-bellandur-bangalore/info,12noon – 12midnight (Today),221,3.9,4.0,9,550,Average,230,898.0,Medium
411,412,Momoz,"Momos, North Indian, Chinese, Seafood, Shake, Beverages",500,Momos," BTM, Bangalore",BTM,https://www.zomato.com/bangalore/momoz-1-btm-bangalore/info,11:30am – 11:30pm (Today),25,3.7,0.0,0,250,Average,25,93.5,Low
412,413,Mahesh Lunch Home,"Seafood, Mangalorean, South Indian, North Indian, Continental, Desserts, Beverages",1700,Seafood," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/info,12noon – 11:30pm (Today),653,4.2,4.1,1774,850,Good,2427,10194.4,Medium
413,414,Broadway - The Gourmet Theatre,"Chinese, North Indian, Mughlai, Biryani, Asian, Japanese, Sushi, Beverages",2000,Chinese," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr/info,Opens tomorrow at 11:30am,2549,4.3,4.2,2374,1000,Good,4923,21169.9,Medium
414,415,Sunburn Union,"Bar Food, South Indian, North Indian",2000,Bar Food," Koramangala 6th Block, Bangalore",Koramangala 6th Block,https://www.zomato.com/bangalore/sunburn-union-koramangala-6th-block-bangalore/info,"12midnight – 12:45am, 7pm – 12midnight (Today)",39,3.5,0.0,0,1000,Average,39,137.5,Medium
415,416,Sozo Skyline,"Asian, Chinese, Thai, Sushi",1800,Asian," Lavelle Road, Bangalore",Lavelle Road,https://www.zomato.com/bangalore/sozo-skyline-lavelle-road-bangalore/info,12noon – 12midnight (Today),30,0.0,0.0,0,900,Below Average,30,1.0,Medium
416,417,Botanica,"North Indian, Oriental",1500,North Indian," Kanakapura Road, Bangalore",Kanakapura Road,https://www.zomato.com/bangalore/botanica-kanakapura-road-bangalore/info,Opens tomorrow at 11am,20,4.1,0.0,0,750,Good,20,83.0,Medium
417,418,NK Dum Biryani,"Biryani, North Indian, Kebab, Chinese, Street Food",350,Biryani," RT Nagar, Bangalore",RT Nagar,https://www.zomato.com/bangalore/nk-dum-biryani-rt-nagar-bangalore/info,24 Hours (Today),7,3.6,3.7,113,175,Average,120,433.0,Low
418,419,Restaurant Chef Pillai,Kerala,1000,Kerala," Brigade Road, Bangalore",Brigade Road,https://www.zomato.com/bangalore/restaurant-chef-pillai-brigade-road-bangalore/info,"12midnight – 3am, 7am – 12midnight (Today)",190,4.4,4.1,563,500,Good,753,3314.2,Low
419,420,Murphy's Brewhouse - The Paul Bangalore,"Continental, Mexican, Italian, Fast Food, North Indian, Irish, Desserts, Beverages",2000,Continental," The Paul Bangalore, Domlur, Bangalore",The Paul Bangalore,https://www.zomato.com/bangalore/murphys-brewhouse-the-paul-bangalore-domlur-bangalore/info,11am – 12midnight (Today),3495,4.3,0.0,0,1000,Good,3495,15029.5,Medium
420,421,Fat Owl,"North Indian, Salad, Fast Food, Chinese, Seafood, Pizza, Italian, Bar Food",1800,North Indian," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/fat-owl-jp-nagar-bangalore/info,12noon – 12midnight (Today),2099,4.2,4.0,8,900,Good,2107,8850.4,Medium
421,422,153 Biere Street,"Asian, Continental, North Indian, Malaysian, Italian, Desserts",2000,Asian," Whitefield, Bangalore",Whitefield,https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info,Opens tomorrow at 12noon,4976,4.2,4.0,504,1000,Good,5480,23017.0,Medium
422,423,Chavadi,"North Indian, South Indian, Seafood, Desserts, Beverages",1700,North Indian," Bannerghatta Road, Bangalore",Bannerghatta Road,https://www.zomato.com/bangalore/chavadi-bannerghatta-road/info,Opens tomorrow at 12noon,2887,4.3,4.0,1204,850,Good,4091,17592.3,Medium
423,424,Monkey Bar,"Continental, North Indian, Beverages",2000,Continental," Church Street, Bangalore",Church Street,https://www.zomato.com/bangalore/monkey-bar-church-street-bangalore/info,12noon – 1am (Today),45,3.8,0.0,0,1000,Average,45,172.0,Medium
424,425,Ebony,"North Indian, Biryani, South Indian, Thai, Seafood, Desserts, Beverages",1900,North Indian," Barton Centre, Bangalore",Barton Centre,https://www.zomato.com/bangalore/ebony-mg-road/info,"12noon – 3:30pm, 7pm – 11:30pm (Today)",3669,4.2,4.4,450,950,Good,4119,17300.8,Medium
425,426,Daya's Kitchen,"Biryani, Chinese, Kebab",400,Biryani," Bommanahalli, Bangalore",Bommanahalli,https://www.zomato.com/bangalore/dayas-kitchen-bommanahalli-bangalore/info,12:15pm – 12midnight (Today),13,3.8,4.0,24,200,Average,37,141.6,Low
426,427,Tandoor | A Heritage Indian Restaurant & Bar,"North Indian, Mughlai, Kebab, Kashmiri, Seafood, Biryani, Grilled Chicken, Bar Food",1700,North Indian," MG Road, Bangalore",MG Road,https://www.zomato.com/bangalore/tandoor-a-heritage-indian-restaurant-bar-mg-road-bangalore/info,Opens tomorrow at 12noon,1813,3.5,3.8,546,850,Average,2359,8257.5,Medium
427,428,PiJJA,"Italian, Pizza, Pasta",500,Italian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/pijja-2-indiranagar-bangalore/info,8am – 12midnight (Today),141,4.3,3.9,60,250,Good,201,865.3,Low
428,429,Cosmo Dhaba,"North Indian, Biryani, Chinese, Sandwich, Burger, Pasta, Fast Food, Beverages",550,North Indian," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/cosmo-dhaba-hsr-bangalore/info,Opens tomorrow at 11:30am,176,3.9,3.8,138,275,Average,314,1225.6,Low
429,430,Record Room,"Sushi, Bar Food, Pizza, Desserts, Beverages",2500,Sushi," MG Road, Bangalore",MG Road,https://www.zomato.com/bangalore/record-room-mg-road-bangalore/info,"12midnight – 1am, 12noon – 12midnight (Today)",554,4.5,4.0,6,1250,Excellent,560,2521.0,High
430,431,Tiddly Tavern Bar & Grill,"South Indian, North Indian, Continental, Pizza, Asian, Chinese, Seafood",1000,South Indian," Ascendas Park Square, Whitefield, Bangalore",Ascendas Park Square,https://www.zomato.com/bangalore/tiddly-tavern-bar-grill-2-whitefield-bangalore/info,12noon – 11:45pm (Today),458,4.2,3.6,8,500,Good,466,1958.2,Low
431,432,The Whitefield Arms Pub & Microbrewery,"Modern Indian, Continental, BBQ",2000,Modern Indian," VR Bengaluru, Whitefield, Bangalore",VR Bengaluru,https://www.zomato.com/bangalore/the-whitefield-arms-pub-microbrewery-whitefield-bangalore/info,Not Provided,2413,4.1,4.3,268,1000,Good,2681,10993.1,Medium
432,433,Paradise Biryani - A Legend Since 1953,"Biryani, Kebab, North Indian, Rolls, Chinese, Desserts",1100,Biryani," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-jp-nagar-bangalore/info,"12midnight – 2am, 11am – 12midnight (Today)",2207,3.7,4.3,26800,550,Average,29007,107326.9,Medium
433,434,Ithaca - The Chancery Pavilion,"North Indian, Chinese, South Indian, Asian, Pasta, Street Food, Fast Food, Desserts",2500,North Indian," The Chancery Pavilion, Residency Road, Bangalore",The Chancery Pavilion,https://www.zomato.com/bangalore/ithaca-the-chancery-pavilion-residency-road/info,Opens tomorrow at 7am,760,3.8,0.0,0,1250,Average,760,2889.0,High
434,435,KFC,"Burger, Fast Food, Rolls",400,Burger," Embassy Manyata Business Park,  Nagawara , Bangalore",Embassy Manyata Business Park,https://www.zomato.com/bangalore/kfc-nagawara/info,Opens tomorrow at 11am,498,3.8,4.0,8840,200,Average,9338,35485.4,Low
435,436,Chez Mariannick,"French, Pizza, Bakery, Salad, Desserts",1100,French," Whitefield, Bangalore",Whitefield,https://www.zomato.com/bangalore/chez-mariannick-whitefield/info,Opens tomorrow at 10am,478,4.2,0.0,0,550,Good,478,2008.6,Medium
436,437,24th Main,"North Indian, Chinese, Biryani",1200,North Indian," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/24th-main-jp-nagar/info,Opens tomorrow at 12noon,1369,3.8,4.0,747,600,Average,2116,8041.8,Medium
437,438,Gwalia,"North Indian, Street Food, Ice Cream, Mithai, Desserts",250,North Indian," ITPL Main Road, Whitefield, Bangalore",ITPL Main Road,https://www.zomato.com/bangalore/gwalia-itpl-main-road-whitefield-bangalore/info,8am – 12midnight (Today),218,3.9,3.8,770,125,Average,988,3854.2,Low
438,439,Shift Lounge & Bar,"North Indian, Chinese, Desserts, Beverages",1500,North Indian," Marathahalli, Bangalore",Marathahalli,https://www.zomato.com/bangalore/shift-lounge-bar-marathahalli-bangalore/info,11am – 12midnight (Today),64,4.2,0.0,0,750,Good,64,269.8,Medium
